year,month,week_of_month,week_label,culex,total_mosquito,week_start,week_end,weather_days,avg_temp,peak_temp,hot_days,rain_per_day,humidity,hot_day_ratio
2021,5,1,5월 1주,24,32,2021-05-01,2021-05-07,7,13.59,22.2,0,4.84,70.86,0.0
2021,5,2,5월 2주,39,59,2021-05-08,2021-05-14,7,17.99,30.4,0,0.43,63.0,0.0
2021,5,3,5월 3주,56,86,2021-05-15,2021-05-21,7,18.17,25.5,0,13.5,83.86,0.0
2021,5,4,5월 4주,97,129,2021-05-22,2021-05-28,7,16.94,24.2,0,4.74,78.0,0.0
2021,5,5,5월 5주,80,155,2021-05-29,2021-05-31,3,18.0,26.3,0,13.57,79.0,0.0
2021,6,1,6월 1주,126,213,2021-06-01,2021-06-07,7,20.67,28.8,0,2.47,77.29,0.0
2021,6,2,6월 2주,108,165,2021-06-08,2021-06-14,7,23.4,30.9,0,4.69,80.29,0.0
2021,6,3,6월 3주,178,241,2021-06-15,2021-06-21,7,22.33,28.4,0,1.51,79.43,0.0
2021,6,4,6월 4주,291,397,2021-06-22,2021-06-28,7,23.27,29.5,0,3.2,78.14,0.0
2021,7,1,7월 1주,223,384,2021-07-01,2021-07-07,7,24.6,30.9,0,9.13,82.29,0.0
2021,7,2,7월 2주,199,306,2021-07-08,2021-07-14,7,26.73,32.7,0,6.9,84.29,0.0
2021,7,3,7월 3주,209,341,2021-07-15,2021-07-21,7,28.53,35.4,4,1.61,76.57,0.571
2021,7,4,7월 4주,217,300,2021-07-22,2021-07-28,7,30.66,36.2,7,0.13,65.43,1.0
2021,8,1,8월 1주,176,257,2021-08-01,2021-08-07,7,27.61,33.0,1,4.7,82.29,0.143
2021,8,2,8월 2주,238,304,2021-08-08,2021-08-14,7,27.17,33.2,1,0.64,71.43,0.143
2021,8,3,8월 3주,121,151,2021-08-15,2021-08-21,7,26.17,32.4,0,12.31,65.86,0.0
2021,8,4,8월 4주,203,235,2021-08-22,2021-08-28,7,23.83,28.6,0,15.83,89.29,0.0
2021,8,5,8월 5주,210,270,2021-08-29,2021-08-31,3,22.63,26.6,0,12.6,90.0,0.0
2021,9,1,9월 1주,225,251,2021-09-01,2021-09-07,7,22.4,28.3,0,9.31,76.71,0.0
2021,9,2,9월 2주,259,344,2021-09-08,2021-09-14,7,23.01,29.7,0,0.03,79.86,0.0
2021,9,3,9월 3주,0,2,2021-09-15,2021-09-21,7,22.91,28.7,0,4.94,72.57,0.0
2021,9,4,9월 4주,228,272,2021-09-22,2021-09-28,7,21.24,26.8,0,2.16,76.86,0.0
2021,10,1,10월 1주,343,370,2021-10-01,2021-10-07,7,21.34,28.3,0,2.41,84.14,0.0
2021,10,2,10월 2주,231,256,2021-10-08,2021-10-14,7,19.3,26.1,0,2.7,80.71,0.0
2021,10,3,10월 3주,354,390,2021-10-15,2021-10-21,7,10.66,22.1,0,1.67,69.71,0.0
2021,10,4,10월 4주,355,379,2021-10-22,2021-10-28,7,10.96,19.6,0,0.0,72.71,0.0
2021,11,1,11월 1주,277,291,2021-11-01,2021-11-07,7,11.93,21.1,0,0.1,77.57,0.0
2021,11,2,11월 2주,164,166,2021-11-08,2021-11-14,7,7.09,17.1,0,3.2,73.0,0.0
2021,11,3,11월 3주,268,273,2021-11-15,2021-11-21,7,9.3,18.2,0,0.07,80.43,0.0
2022,5,1,5월 1주,30,38,2022-05-01,2022-05-07,7,15.94,25.6,0,0.14,58.14,0.0
2022,5,2,5월 2주,64,87,2022-05-08,2022-05-14,7,18.23,27.5,0,0.23,50.71,0.0
2022,5,3,5월 3주,94,117,2022-05-15,2022-05-21,7,18.67,26.7,0,0.01,59.0,0.0
2022,5,4,5월 4주,120,166,2022-05-22,2022-05-28,7,20.0,28.7,0,0.81,69.29,0.0
2022,5,5,5월 5주,114,145,2022-05-29,2022-05-31,3,20.43,27.0,0,0.13,67.33,0.0
2022,6,1,6월 1주,176,229,2022-06-01,2022-06-07,7,21.57,30.2,0,0.86,63.71,0.0
2022,6,2,6월 2주,188,216,2022-06-08,2022-06-14,7,22.59,31.1,0,1.01,65.0,0.0
2022,6,3,6월 3주,334,388,2022-06-15,2022-06-21,7,22.76,31.9,0,2.91,80.57,0.0
2022,6,4,6월 4주,225,271,2022-06-22,2022-06-28,7,25.5,30.6,0,13.56,82.71,0.0
2022,7,1,7월 1주,259,362,2022-07-01,2022-07-07,7,28.04,33.2,2,4.19,82.43,0.286
2022,7,2,7월 2주,245,317,2022-07-08,2022-07-14,7,26.29,33.4,1,10.24,84.71,0.143
2022,7,3,7월 3주,225,318,2022-07-15,2022-07-21,7,25.56,30.0,0,7.59,84.57,0.0
2022,7,4,7월 4주,322,403,2022-07-22,2022-07-28,7,26.61,33.6,1,5.5,81.43,0.143
2022,8,1,8월 1주,261,328,2022-08-01,2022-08-07,7,28.27,32.7,0,6.01,87.71,0.0
2022,8,2,8월 2주,134,148,2022-08-08,2022-08-14,7,25.69,30.6,0,37.46,90.0,0.0
2022,8,3,8월 3주,244,382,2022-08-15,2022-08-21,7,26.54,31.5,0,4.0,85.71,0.0
2022,8,4,8월 4주,254,333,2022-08-22,2022-08-28,7,23.49,29.7,0,1.94,78.14,0.0
2022,8,5,8월 5주,338,400,2022-08-29,2022-08-31,3,20.53,25.1,0,13.2,86.0,0.0
2022,9,1,9월 1주,370,392,2022-09-01,2022-09-07,7,22.56,29.5,0,26.29,79.57,0.0
2022,9,2,9월 2주,323,380,2022-09-08,2022-09-14,7,23.13,29.4,0,0.27,75.43,0.0
2022,9,3,9월 3주,426,470,2022-09-15,2022-09-21,7,23.8,32.2,0,1.96,73.86,0.0
2022,9,4,9월 4주,468,537,2022-09-22,2022-09-28,7,18.33,27.5,0,0.47,74.29,0.0
2022,10,1,10월 1주,554,580,2022-10-01,2022-10-07,7,18.07,26.0,0,14.31,84.0,0.0
2022,10,2,10월 2주,349,357,2022-10-08,2022-10-14,7,13.14,22.0,0,3.09,78.43,0.0
2022,10,3,10월 3주,319,324,2022-10-15,2022-10-21,7,12.44,23.3,0,0.0,70.71,0.0
2022,10,4,10월 4주,389,392,2022-10-22,2022-10-28,7,11.71,20.1,0,0.04,72.0,0.0
2022,11,1,11월 1주,600,610,2022-11-01,2022-11-07,7,8.66,18.4,0,0.23,65.57,0.0
2022,11,2,11월 2주,532,537,2022-11-08,2022-11-14,7,11.87,21.9,0,2.0,79.0,0.0
2022,11,3,11월 3주,230,232,2022-11-15,2022-11-21,7,9.6,19.0,0,0.09,76.86,0.0
2023,4,1,4월 1주,34,34,2023-04-01,2023-04-07,7,14.3,26.4,0,7.33,56.86,0.0
2023,4,2,4월 2주,41,43,2023-04-08,2023-04-14,7,11.56,20.1,0,1.29,58.43,0.0
2023,4,3,4월 3주,68,71,2023-04-15,2023-04-21,7,14.34,26.9,0,2.33,74.14,0.0
2023,4,4,4월 4주,62,76,2023-04-22,2023-04-28,7,13.54,21.7,0,0.3,57.86,0.0
2023,5,1,5월 1주,71,92,2023-05-01,2023-05-07,7,16.51,27.9,0,11.09,68.14,0.0
2023,5,2,5월 2주,94,137,2023-05-08,2023-05-14,7,16.34,26.1,0,0.0,65.86,0.0
2023,5,3,5월 3주,112,147,2023-05-15,2023-05-21,7,20.84,30.2,0,0.2,67.0,0.0
2023,5,4,5월 4주,123,160,2023-05-22,2023-05-28,7,19.87,26.9,0,6.7,69.29,0.0
2023,5,5,5월 5주,163,214,2023-05-29,2023-05-31,3,22.67,27.8,0,3.73,78.0,0.0
2023,6,1,6월 1주,164,217,2023-06-01,2023-06-07,7,21.17,27.5,0,0.2,74.43,0.0
2023,6,2,6월 2주,235,298,2023-06-08,2023-06-14,7,21.96,28.0,0,4.04,77.57,0.0
2023,6,3,6월 3주,229,291,2023-06-15,2023-06-21,7,23.97,35.2,1,4.61,71.57,0.143
2023,6,4,6월 4주,255,319,2023-06-22,2023-06-28,7,24.81,32.9,0,8.03,79.57,0.0
2023,7,1,7월 1주,282,432,2023-07-01,2023-07-07,7,26.46,34.1,1,5.81,81.29,0.143
2023,7,2,7월 2주,390,553,2023-07-08,2023-07-14,7,25.36,30.8,0,14.31,88.86,0.0
2023,7,3,7월 3주,304,423,2023-07-15,2023-07-21,7,25.96,33.8,1,3.57,86.71,0.143
2023,7,4,7월 4주,293,408,2023-07-22,2023-07-28,7,27.07,33.8,1,13.81,85.43,0.143
2023,7,5,7월 5주,289,483,2023-07-29,2023-07-31,3,28.8,34.7,1,1.17,80.67,0.333
2023,8,1,8월 1주,478,599,2023-08-01,2023-08-07,7,29.33,35.3,5,0.06,78.86,0.714
2023,8,2,8월 2주,460,591,2023-08-08,2023-08-14,7,26.27,34.9,1,19.81,82.71,0.143
2023,8,3,8월 3주,307,395,2023-08-15,2023-08-21,7,27.89,33.3,2,0.61,81.43,0.286
2023,8,4,8월 4주,241,287,2023-08-22,2023-08-28,7,25.6,31.6,0,14.69,87.0,0.0
2023,9,1,9월 1주,360,423,2023-09-01,2023-09-07,7,25.7,32.5,0,0.76,78.43,0.0
2023,9,2,9월 2주,493,594,2023-09-08,2023-09-14,7,24.16,30.7,0,4.53,80.71,0.0
2023,9,3,9월 3주,490,553,2023-09-15,2023-09-21,7,23.0,28.8,0,10.14,87.86,0.0
2023,9,4,9월 4주,549,607,2023-09-22,2023-09-28,7,21.36,27.3,0,3.7,80.14,0.0
2023,10,2,10월 2주,880,933,2023-10-08,2023-10-14,7,16.27,24.0,0,1.46,79.57,0.0
2023,10,3,10월 3주,578,603,2023-10-15,2023-10-21,7,13.6,21.2,0,1.07,73.29,0.0
2023,10,4,10월 4주,615,670,2023-10-22,2023-10-28,7,14.06,22.4,0,1.47,82.43,0.0
2023,10,5,10월 5주,893,920,2023-10-29,2023-10-31,3,13.3,21.1,0,0.0,81.33,0.0
